text,sentiment
"Bilen var otvättad när vi kom för att titta på den vilket gjorde att vi inte såg flera rostfläckar & galvblåsor som I sin tur kostar oss 20 000 kr extra att fixa då Riddermark bil inte hjälper till med det, trots att det var ett dolt fel. Annars trevlig personal",negative
"Snabb leverans, och bra produkter 💕",positive
"1. Städade hos oss 5 gånger och alla 5 gånger var det ny städpersonal, trots att Alberts Städservice lovat att det skulle bli samma (två gånger!). 2. Förstörde lacken på pianot trots att det talades om från början att man inte får torka av den med medel. 3. Lämnade märken på lister runt en dörr (stora avlånga). 4. Sista droppen var sista städningen då badrummet varken var dammsugit eller moppat, soporna var inte uttagna, golvet var inte moppat (fanns synliga fläckar kvar). 5. När man är påväg att bli kund svarar de snabbt, när man blivit kund och ställer frågor samt ger feedback svarar de ibland inte alls. Boka inte denna städfirma, de är oseriösa och kan inte kundservice. När jag ringde för att nämna kvalitén sista städningen och var upprörd så sa de ingenting mer än ""oj så ska det inte vara"" och ""oj ni har haft otur"" men ingenting mer. Inte förrän jag säger upp servicen i samma samtal kommer de med ""finns det inget vi kan göra då?"". Skäms på er!",negative
"Jag går alltid på behandling och köper alla mina produkter på Hudsalongen. Jag upplever att de (alla som jobbar) är mycket kunniga och vänliga, både när det gäller produkter och behandlingar. Känner mig som hemma, rekommenderar alla mina vänner att gå dit. Kommer inte sluta gå till Hudsalongen!",positive
"Usla ­Advokater är ordet och listan är lång- några exempel Oskälig arvodesdebitering Kommunicerat inte angående kostnaderna Långsamheten i ärendets hantering - ingen ansvarig på advokatbyrån i veckor -sommar semester Svarar inte på mina mail,  endast när det passar dom Odugliga i största allmänhet",negative
Hej! Jag fick bakfjädrar bytta. Det var tredje gången jag fick hjälp med min gamla Saab.Som alltid bra och proffsigt bemötande.,positive
"Vi fick ett bra bemötande när vi kom in i restaurangen och fick snabbt vårt bord. Väl vid bordet hade vi en annan servitör som enligt oss inte gav så bra service. Hon var inte otrevlig men hade kunnat anstränga sig lite mer för att få sina kunder att trivas. Jag frågade om förslag på lite sötare drinkar då jag är ganska dålig på drinkar, men hon hänvisade bara till menyn där jag precis sagt att jag inte hittat något som passade mig. Hon verkade inte ha så bra koll på det. När vi betalade sa hon inte tack eller något liknade, utan tog bara betalt och gick. Hela upplevelsen blev ”stel” och vi hade önskat ett mer varmt och avslappnade bemötande såklart. Maten var helt okej, vi åt en vegetarisk pasta från 80-tals menyn. Vi förstod att grejen med det var lite vardagsmat från 80-talet fast i restaurangform, men det blev mest bara vardagligt och tråkigt. Den smakade bra men det är något jag absolut hade kunnat laga hemma själv för 50 kronor istället för att betala nästan 200kr för. Lokalen är supermysig och själva anledningen till att jag har sett fram emot att äta där, men tyvärr blir det nog inget återbesök, det var inte vad vi förväntade oss riktigt.",negative
Sålt tre på Rabattvägen i Vällingby/Hässelby. Valde Jimmy nu vid försäljningen då han är den mäklare jag fått bäst kontakt med och som jag själv trodde mest på efter första kontakten. Det tack vare att inga ”glädje kalkyler” gavs utan mer sunds i kombination med ett positivt driv som person från Jimmys sida. Jimmy har också något som många mäklare saknar och det är finessen att veta när man ska ligga på och inte. Inte en massa tjat pch påtryckningar om försäljning i förtid innan vi bestämt när vi vill sälja men snabb och smidig kontakt hela tiden när vi var igång. Rekommenderar Jimmy med varmaste hand.,positive
"Ingen rekommendation, försöker hitta en annan hyresvärd!!!",negative
Fantastisk bemött från början till slut. Kan starkt rekommendera skincare by Louise!,positive
"Skärmbyte av iPhone 5S Bemötande, service och leveranstid var utmärkt men kvaliteten var inte bra. Skärmen började strula efter en dag och slutade fungera helt efter 3. Behöver reklamera reparationen. ",negative
"Jag har bara positiva erfarenheter Av Rozen Clean. Allt från bokning och administration till själva städningen har varit till full belåtenhet. Vi har haft en tjej som heter Paulina som städat hos oss. Hon är verkligen supergullig, noggrann och så mån om att vi ska vara nöjda.",positive
"Tänkte, innan ni kom med förfrågan om ""upplevelsen"" att tillskriva Wallmans i ärendet. Hoppas det ändå kommer till ledningens kännedom.                                                                      Har varit kund i minst 15 år vid  jultid på Golden Hits och Wallmans. I år blev vi (endast 4 personer) placerade på övervåningen, som vi har varit förut. Det var bakom en pelare, där 3 av sällskapet inte såg ett dugg. Dessutom var det en högtalare på pelaren som gjorde att vi måste hålla för öronen, även om vi i vårt liv är rockfantaster. Dessutom var den s k oxfilén knappt ätbar, trodde att det bara var jag som hade problem i sällskapet med senor och seghet i allmänhet. Tre av fyra fick lämna minst hälften av köttet kvar på tallriken. Jag förväntar mig ett svar från Wallmans och önskar därtill en ny middag för den helt misslyckade julmiddagen. Vår servitris, tillika dansare i gänget, var mycket till vår belåtenhet. Jag har aldrig i mitt 74-åriga liv klagat på någon restaurang eller show! Lars-Åce Holm                                                                                                         Angantyrvägen 4                                                                                                                         184 51 ÖSTERSKÄR                                                                                                                       070-667 66 27   lars-ace.holm@bahnhof.se",negative
"Jag förlorade en budgivning av en lägenhet på håret innan kontraktsskrivning. Josefin var snabb och tipsade om ett annat objekt som blev affär! Snabb, lyhörd och trevlig.",positive
"Hej, Jag har aldrig blivit iväg körd från bordet utan att bli hänvisad till annan plats i restaurangen.  Vi har heller aldrig varit med om att man fyller på ett vinglas som det finns kvar en del i och fått betala samma pris. Nej, vi är besvikna! ",negative
"Jag anlitade Palma Bygg till att totalrenovera min 4-rumslägenhet förra sommaren och är SÅ glad över att jag valde just dem! Och jag ska förklara varför :-) 1. Planeringen innan avtalsskrivning var ordentlig; mycket detaljerad och noggrann. Detta i sin tur ledde till att budgeten kunde hållas och jag slapp oväntade kostnader. 2. Helt suverän projektledare Sebastian som höll ihop det hela, kom med bra förslag genom hela projektet, ringde alltid när något var oklart, skickade bilder på lägenheten och höll mig löpande uppdaterad medan jag befann mig utomlands. Kände mig aldrig orolig fastän jag inte var på plats! Det fanns inget problem som inte kunde lösas trots mina mycket höga och tidvis speciella krav. Allt detta med gott humör rakt igenom. 3. Tiplanen hölls! Det är första gången i min historia av renoveringar (har varit genom ett antal), och betydde ännu mer än jag hade trodd. Sååååå skönt att slippa flytta mellan tillfälliga boenden längre än absolut nödvändigt. 4. Det blev snyggt! Jättesnyggt faktiskt, med två nya, lyxiga badrum, varav ett med bastu, nytt kök (Nepas kök som Palma Bygg är återförsäljare till. Till er andra norrmän - det är samma märke som Selmaköket i Norge. Alltså mycket bra kvalitet till ett nästan-IKEA-pris), nya trägolv genom hela lägenheten, det flyttades väggar och bilades i golv - och resultatet blev riktigt bra. Nu har det gått över ett halvt år och jag har fortvarande inte hittat något att gnälla över :-) 5. Service långt utöver det vanliga. När det blev småfel i den tekniska maskinparken som jag själv hade beställt hoppade Sebastian & co in och hjälpte både med att undersöka felen och ta in experter som kunde lösa problemen. Stort, stort tack! ",positive
Hej! Trots att jag har ett service avtal med er måste jag varje år ringa och påminna om detta för att få en planerad service. Ni har lovat att detta ska ske genom att ni kontaktar mig! Vilket aldrig sker. Varje gång får jag höra att ert data system har problem och ni ber om ursäkt för detta. Är detta seriöst att inte kunna förbättra ett data system på tre år nu 2017??,negative
"Mycket bra bemötande, information och service utifrån att vi varit en komplex grupp (fler ftg) med svårighet att finna gemensamma tider. Utbildningen levde upp till mina förväntningar. Hade dock gärna sett att vi hunnit komma in på OneNote dag 1, vilket jag fick information om initialt. Men sammanfattade upplevelsen är mycket bra!",positive
"Jag varnar de som bor i Göteborgsområdet för att anlita denna firma. Vi anlitade dem för flyttstäd i somras. Först var den som skulle städa jättesen. Sen kom han körandes och hade inte alls städutrustning mm. Eftersom det blivit vad han påstod ”ett missförstånd” med städningen där han inbillade sig att en lägenhet mitt i centrala gbg skulle stå olåst för honom att komma att städa när som helst det passade honom så antog jag att de skulle få svårt att hinna klart (eftersom en normal städning tar iaf 8h av en tvåa)... erbjöd därför att IFALL han inte hinner klart så är det ok... och I SÅ FALL så är det inte avgörande att vi faktiskt får den städad just nu utan det räcker att den är städad inom en vecka. Detta eftersom vi skulle visa upp lgh för spekulant kl 16 eller dylikt och efter det skulle vi inte hinna åka in och visa upp lgh förrän en vecka senare. Detta ”missuppfattar” han naturligtvis till att han inte ens behöver FÖRSÖKA bli klar samma dag utan han struntar helt blankt i att påbörja städningen. Detta insåg jag efterhand och då påbörjade han städet... Efter att jag berättat att vi skulle flyttstädet inför visning för uthyrning började han dessutom tjata på mig att hyra ut till HONOM. Jag pratade sedan i telefon med själva kontoret och nämnde detta för dem. Upplevde att de omedelbart skulle gå i försvarsposition och han sa att chefen skulle ringa upp mig. Jag som redan dragit historien en gång pratade snabbt för chefen när han ringde upp och DÅ började mardrömmen. Denna man visar sig vara totalt icke serviceminded, värdelös på att ta folk, vansinnigt otrevlig och bara ENORMT osmidig. Det som skulle vara något som underlättade blev bara en total flopp och stress. Det visade sig dessutom senare att de underkontrakterat städet. Mannen som städade envisades med att jag skulle inspektera lgh eftersom jag uttalat tveksam inställning till att de underkontrakterar utan att informera om detta... när jag kom uppkörande framför lägenheten stod ett helt GÄNG framför porten. Mannen som mött mig för att ta nyckeln skröt med att de städat lgh på 10 min och att de för en liten stund sedan var 15 pers i lgh...! Det var sandigt på golvet vilket jag anmärkte på. Då kallade han upp en kvinna (som inte kunde svenska - var detta människor som utnyttjas???) som drog över en gång till med samma vatten som var kolsvart av smuts. Jag orkade inte ens klaga - ville inte ha med dessa människor att göra... de som städade var inte otrevliga även om de inte vet hur man städar... men firman ville jag bara få ett avslut med. Andrahandshyresgästen som hyrde  uppgav sedan stt hon fått städa själv. Det var inte städat...  Ovanpå allt letade jag och letade efter att få fakturan i e-posten så som jag bett om. Jag hade även hört av mig till dem och frågat om detta utan svar (och tänkte att de kanske tog sitt förnuft till fånga och underlät att ta betalt)... men sedan kom plötsligt en INKASSOfaktura. De är enorma klantar, oprofessionella, otrevliga och gjorde ett dåligt städjobb.  Det är ett flertal här i tråden som haft liknande upplevelser och den på firman som går in och svarar visar så TYDLIGT att han över huvud taget inte fattar hur man tar till sig konstruktiv kritik och gör en ändring istället för att inbilla sig att folk tex vill ha samma dåliga stödfolk rännandes i sitt hus en vecka senare. Det var en rent chockerande upplevelse att ha kontakt med den mannen (gissar att det var honom jag talade med...) de borde sätta någon annan på kundkontakter. De som utför flytt verkar oftast ha varit ok... men städet verkar mest vara underkontrakterat till andra som inte vet hur man städar. Och nåde den som måste tala med den mannen som jag talade med. Han förstörde verkligen min dag. Han var rätt ut sagt inte riktigt klok.  Anlita någon annan!!! :( ",negative
"Jag har sålt en lägenhet. Första intrycket av min mäklare var väldigt positiv, hon kändes väldigt proffsig och var väldigt noggrann med allt hur ni jobbar och vad jag kunde förvänta mig av henne. Precis det hon berättade levde hon upp till och har lärt mig mycket som aldrig sålt en bostad innan. När man känner att jag är hennes viktigaste kund även om hon har fler samtidigt.",positive
"Skulle köpa en bil (av privatperson) som var finansierad genom Bendt Bil och därmed lösa krediten på plats. Har sällan skådat otrevligare och mer oflexibelt kundbemötande, man betraktades som icke önskvärd. Bilen uppvisade ett missljud och jag frågade ""kundtjänsten"" om de hade tid att låta en tekniker titta på den, klockan var kvart i stängning och all personal var kvar på plats. Detta gick dock inte för sig, utan det var ""klockan sju imorgon bitti öppnar vi igen"" som gällde, att jag kört 15 mil för att titta på bilen dög heller inte som argument. Fick dock tag på en servicekille ändå, som tittade på bilen helt utan kostnad, vilket jag är mycket tacksam för.  Sammanfattning, bra servicepersonal men uselt kundbemötande från kundtjänsten. ",negative
"Fönsterputs, privat. Snabbt, effektivt och bra utfört.",positive
"företaget är bra, och jag har bra erfarenhet av bolagets andra kontor, men ör inte speciellt imponerad av just Marcus Pettersson",negative
"Mycket bra bemötande, mysigt och gott,",positive
"Ett riktigt skitbolag om något går fel! Vi anmälde dem till ARN, men eftersom vi ""bara"" förlorade 1 700 kr (dvs under 2000 kr) prövade ARN inte ärendet. Kan säkert vara ett bra sätt att handla el på, om allt funkar. Men ett riktigt dåligt alternativ om saker och ting inte faller ut bra eller det blir något problem. Bottennapp för mig och att de försöker spinna på att de är på kundernas sida - är rent skitsnack! De trampar gärna på din integritet och struntar fullkomligt i den lilla människan, bara de får sin provision från energibolagen de handlar från (hur ser utvalsprocessen ut tex, varför väljs vissa bolag ut till att vara med i en upphandling och andra inte ...). Finns mycket mer, se upp, om du kryssar i på deras hemsida kan det bli mycket dyrbart och svårt att ta sig ut - vi skulle först få betala 10 000 kronor, att det sedan ""bara"" blev 1 700 kr tyckte kundkraft var positivt (1 700 för ingenting). ",negative
Mycket bra! Träning på lagom nivå som blir särskilt bra om man kör hemma sedan en gång i veckan utöver detta pass. Även bra för andning och avslappning!,positive
"Medelmåtta gym, fast jag gillar inte deras utrustning. Mina tjejkompisar drar sig för att träna där pga att killar glor och försöker ragga på dom när de tränar.",negative
Alltid kundmedveten alltid högsta kvalitet till rimliga priser. Ett brett sortiment även för äldre personer inte enbart trendmöbler.,positive
Verkar ha fått tillräckligt med kunder. Har efter två veckor inte besvarat en intresseanmälan via sin egen hemsida. Vi har nu valt annan leverantör.,negative
Jag är mycket nöjd med den hjälp jag får f n. Bra också att vid behov kunna ändra tiden för städningen. Betyg  5 av 5.,positive
"Smarta val??? Inte för oss. Städerskan torkade stenskiva med medel för vitvaror... resultatet blev vita fläckar. Trots att städerskan medger fel användning då hon på eget bevåg hämtat medel från vår källare,som ej tilldelats av mig som kund till henne att städa med,tas ett beslut via oberoende expert via mail o mobilbilder att jag som kund orsakat skadan. Som om detta inte är nog ersätts inte ngt i hemmet som är äldre än 36 mån,eller egendom som bara fått estetiska skador och inte bestående funktionsnedsättning. På hemsidan kallas det Ansvarsförsäkring som täcker skador personalen orsakat. Smarta val? Not!!!",negative
"Pålitlig, proffsig och flexibel service. Trevligt bemötande. Fortsätter gärna som kund.",positive
"Värdelös kundservice, dyr el och extremt struliga. Det här företaget är ett skämt!",negative
"Alltid tillmötesgående, trevliga och ger god service.! Rekommenderas! :)",positive
"Oengagerade säljare när man väl är kund, men när man inte är kund är säljarna väldigt angelägna vår tid. Vårt första uppföljningsmöte vi bokat efter att vi blev kunder dök inte ens säljaren upp på, så viktiga kunder var vi..",negative
Daniel sköter sina åtagande exemplariskt och jan lägger både ner tid och energi för att man skall känna sig väl bemött,positive
Bra bemötande.  Snabb service.  Kan rekommendera Energipartner.,negative
"Kan verkligen rekommendera denna firma! Dom kom på kort varsel, gjorde ett bra jobb och följde upp efteråt. Mycket tillförlitliga!",positive
Kreditupplysning för 200:- vilka idioter.,negative
Alltid enkelt och snabbt både bokning och jobbet.,positive
Jag kontaktade BF Flytt & Stöd i god tid innan min flytt. Trots det så kom flyttgubbarna inte i tid. Kanske kom efter någon timme. Ringde upp den ansvariga och fick svar: vet inte när de kommer det får man se. Kändes inte proffsigt. Varför ska man då boka tid? Syftet med tidsbokning försvinner. Andra synpunkten är att flyttkillarna kunde kasta lådorna trots att vi skrivit ”fragil” på dem. Tryckte in dem i hissen och såklart så gick vissa glas och porslin sönder. Man kan inte bara kasta kartonger el möbler oavsett om man är stressad. Allt måste ske varsamt!,negative
Har klippt mig två gånger nu hos Kisha och är jättenöjd. Trevlig salong med bra läge och väldigt goda parkeringsmöjligheter precis utanför. Har redan bokat min tredje klippning och det kommer definitivt bli fler.,positive
"Katastrof! Blev sjuk efteråt, ont i nacken flera veckor efteråt. Skulle aldrig rekommendera någon att gå dit.",negative
Det allra bästa var att snabbt få tid för behandling. Med träningsprogrammet var det onda i ryggen borta efter en vecka.,positive
"En väldigt trevlig mäklare men inte så kunnig som vi hade hoppats. Fick tag i honom på rekommendation från en annan mäklare som vi hade bra erfarenhet av. Till att börja med försökte han sätta prisvillkor som var riktigt dåliga jämfört med andra mäklare. Det gick iaf att förhandla om. Vi tyckte att han inte kunde så mycket om lägenheten och området som vi hade hoppats, vi fick fylla i information som vi inte själva kände till, och fick skicka denna info till honom vid flera tillfällen. Han bad oss i skriva ner detaljer i lägenheten, sånt han hade kunnat kolla första gången han var där. Till saken hör att vi sålde vår bortgångne fars lägenhet och det var inte så enkelt för oss att åka till den varenda dag och kolla upp såna detaljer. Det kändes som att man fick göra hans jobb. Kanske var det för att han inte fick så mycket betalt som han ville? Utgångsbudet la han under det vi initialt kommit överens om, med bra argument som vi köpte, men sen när det var visning så kom det rekordmånga på visningen vilket för mig tyder på att det var ett lockpris. Fult gjort tycker jag.  Jag tyckte också att han spelade med budgivarna på ett lite dåligt sätt, satte en tid då kontraktsskrivning skulle ske och så fick den bli den budare som var högst precis innan, utan att ge motbudarna en ärlig chans. Men det är möjligt att det är så det går till - vad vet jag?  Oss gjorde det inte så mycket, vi fick mer än vi trodde - så som säljare funkade det ju, men det är svårt att lita på en sådan mäklare. Jag skulle inte anlita honom igen och jag skulle vara på min vakt även som köpare.  Men supertrevlig att prata med, som många säljare är. Det räcker inte för att få ett godkänt betyg dock. ",negative
"Professionellt och riktigt,  riktigt  bra!",positive
"Det brukar vara bra servicen, men denna gång var den sådär. Tog tid innan vi fick beställa (andra bord där sällskapet kom senare fick beställa innan oss) och dom glömde bort saker. Vi bad om notan, men det glömdes bort och först när vi började göra oss redo för att gå kom dom fram och frågade om vi ville ha notan..",negative
"Mycket trevligt bemötande. Sökt för knäproblem, löpningsrelaterat och fått bra behandling och övningar som hjälpt mig. Stort förtroende för min sjukgymnast, Ola som ser kroppen som en helhet.",positive
"Mycket trevlig personal. Bra bemötande. Lite för svårt att parkera. Förutom att Örnsköldsvik Centrum, så kallas Dövik, är en riktigt tråkig stad. Men det är inte restaurangens fel. Jag skulle ändå rekommendera dem att flytta till trevligare ställe. Maten var mycket godkändbart, det finns ändå i Övik mycket bättre asiatisk mat, även om inte i Övikscentrum, Övik är mycket mer än Övikcentrum. Är man ändå där, är maten okej, orkar man åka bil 5 minuter därifrån finner den godaste asiatiska mat jag ätit. Men visst är China Tower okej.",negative
Saklig kunnig och korrekt utan att överarbeta sin egen presentation. Huset var i fokus precis som det ska vara.,positive
Tjejerna i receptionen är supergulliga! Teknikernas arbete är blad det värre jag varit med om och företagets syn på arbetet är blad det mest naiva! Kommer aldrig lämna dit en bil igen!,negative
Köpte 2 stycken sittsäckar som båda var av hög kvalitet.,positive
"Svarat inte på mejl med uppdragsförfrågan, känns oseriöst.",negative
"Sanna och Paulina har utgjort ett mycket bra par och dom hjälpte oss att sälja mors lägenhet. Vi hade tankar på att sköta det själva, men med facit i hand är det helt suveränt att ha en mäklare som hjälper till med alla detaljer. Ni gjorde ett kanonjobb åt oss!",positive
"Det var en bil som jag har köpt, bemötandet var det inget fel på. Men beskrivningen på bilen stämde inte riktigt när vi åkte och tittade på bilen, inga kontanter togs emot, bilen var inte skriven på företaget innan vi köpte den, utan på en privatägdare, sedan gjordes ett ägarbyte till företaget sedan ett till mig, då ökades ägarantalet. Inga vinterdäck, mätarställningen skiljer sig mellan annonsen, besiktningen, och verkligheten. Vi köpte bilen ändå, bara för att vi körde långt ifrån, 12 000 mil.",negative
Har lägenhets larm med 2 rök detektorer och dörr sensorer. Kan bara säga att bemötandet på säljaren är toppen bra. De lever upp till alla mina förväntningar smidigt säkert och toppen bra.,positive
"Levde inte alls upp till förväntningarna, eller ens det vi hade kommit överens om skulle göras. Vid kontakt med ansvariga fick vi en väldigt defensiv respons, trots att det var uppenbara brister i städningen. Lyxproblem kanske men om man betalar för en tjänst så vill man inte behöva komma hem och städa efter städpersonalen.",negative
"Vi köpte av Anna och är genomgående mycket nöjda, proffsig hantering från visning till tillträde! Välj Anna om ni vill ha en noggrann och kunnig mäklare.",positive
"En del var väldigt städat, tyvärr inte allt. Fanns både damm att torka och fönster att putsa efter besöket.",negative
Gustav var behjälplig både vid försäljningen av vår bostadsrätt samt vid köpet av vår nya bostad. Han har genom hela förloppet haft en klockren balans mellan lättsamhet och allvar och fått oss att känna oss trygga rakt igenom. Sammantaget kan man säga att vi är oerhört nöjda med Gustav och vill verkligen rekommendera honom till alla som letar efter en engagerad professionell mäklare. ,positive
"Skulle inte rekommendera varken att köpa/sälja via Erik Olsson eller denna mäklare. Väldigt otrygg process, svarade aldrig i telefon under själva säljprocessen, återkom heller inte på frågor jag hade under processens gång.",negative
"Ann-Sofia was very professional and helpful from the first moment we met her at the visning. We bought an amazing apartment close to Folketspark, which we look forward to moving into. She was very attentive to our needs and always quick to answer our questions. Also very sensitive to our ""developing Swedish language skills"", she made sure to inform us on everything needed in English. Shout out to Ann-Sofia. Rodrigo and Dimitris",positive
Reparation av fordon enligt beställning,negative
"Behandling för nackspärr. Blev bemött utifrån helhetsperspektiv och fick hjälp med akut problem, flera behandlingar på kort varsel, bra råd för att undvika liknande situation igen. Sammanfattningsvis naprapat mycket kompetent, effektiv och empatisk. Rekommenderar!",positive
Påsarna passade inte skickade in för byte men inte fått några,negative
Jag är mycket nöjd med mitt senaste besök hos Fruängstandläkarna. Jag blev väl bemött och fick bra behandling.,positive
Var svårt att få en exakt tid de skulle komma trots att det i mitt fall var viktigt pga tidsbrist. Visste inte förrän samma dag när de skulle komma. Var svårt att få kontakt. Flyttstädningen av två rum och kök gjorde de på två timmar och slarvigt vilket gjorde att nästa hyresgäst fick flytta in i en inte helt färdigstädad lägenhet. De återkom och städade det som de missat men skulle inte rekommendera dem.,negative
Allt fungerade snabbt och enkelt.,positive
"Va bra i sin helhet i butiken. Men det vi inte är nöjda med är att sängen kom ej på utlovad tid, informationen kom 2 dagar innan vi skulle fått sängen leveransen, vi hade skänt vår gamla säng med bortforsling på morgonen samma dag som nya sängen slulle komma. Vi fick en del av sängen samma dag som var en madrass, = ligga på golvet med hustruns värk och protesknä var det ett rent helsike att leva med, Kungsängen berätta att dom skulle kompensera oss, men har inte gjort detta till daxs datum. Detta gör att vi blev i sin helhet missnöjda. Hälsningar Paul Gustafsson",negative
Superb mat och bra service och bra priser,positive
"Vi är en liten BRF som har anlitat Rörmannen för att installera och serva vår bergvärmepump. Vi har serviceavtal på bergvärmepunpen, men trotts detta så har vi råkat ut för alldeles för många driftstörningar och fel. Ett flertal av dessa har dessutom varit väldigt kostsamma.",negative
Bra och kunniga vid renovering av äldre hus.,positive
"Beställde en vitrinskåp och två byråer för 27000. När varorana kom så fick jag fel toppskiva på en av byråerna trots jag hade beställt rätt, kontakatade, och länna skulle byta ut den, efter en påminnelse och två veckor så fick jag rätt vara, någon ersättning för besväret fick jag inte även om jag begärde det (MIO ger 400kr/vecka utan att man behöver fråga). Dom har inte lägre priser än någon annan och någon bättre service kan dom inte erbjuda så det finns ingen anledning att handla hos länna möbler",negative
Det var jättebra på så sett att Therese kunde ställa upp och anpassa våra möten osv efter oss som kund. Väldigt trevlig och snäll person :),positive
"Bilmäklarna (SAAB, Opel ) och som även kör med namnet BILHUSET,  är företaget du verkligen ska akta dig för. Vill du få bekymmer, ja då får du det lätt, genom att köpa en bil hos dom.",negative
"Kan ju vara världens bästa idé, med färskt, högkvalitativt kaffe i brevlådan bara dagar efter rostning! Utsökt kaffe, snabb leverans och betydligt roligare att öppna ett kaffebrev än räkningar!👍🏼 Prenumerant direkt!",positive
Levererade först andra klinker än de beställda. Vid påtalat misstag levererades rätt klinker men i mindre mängd än beställt. Tog 3 veckor att få tillbaka pengarna vid reklamationen och jag fick betala plattsättaren för de gånger han var inbokad men inte kunde göra sitt jobb för att rätt plattor inte fanns då Kakelpalatzet inte skött sin utlovade leverans.,negative
"Vi beställde hämtning av allsköns bråte som medlemmar i vår jättestora bostadsrättsförening ville göra sig av med i samband med föreningens vårstädning. Funkade perfekt! Starcycle kom precis som avtalat med kärl där vi kunde dumpa mindre grejor. Sedan byggde vi ett ” berg” som snabbt hämtades dagen efter . Mycket mycket bra service, jättetrevliga och snabba. Pålitliga! Rekommenderas varmt!!!",positive
Bryter mot NIX register angående telefonförsäljning. Fick även intrycket att personen försökte framstå som en aktör i officiell kapacitet för att öka chanserna i säljandet. ,negative
Bra service. Trevligt bemötande. Ringde ej och sa att bilen var färdig som utlovat vilket även hände förra gången jag lämnade in Bilen. Överlag mkt bra,positive
"Bokade en konsultation för min dotter för borttagande av många vårtor på båda händerna och en fot med laser. Ringde dit och den jag pratade med sa att konsultationen var gratis, ingenting om att den var gratis om man valde att behandla och att göra det direkt efter konsultationen. Överläkaren var oerhört dramatisk och fick min dotter att känna sig som om hon var spetälsk. När han sen var klar så sa han:""jaha vill du sätta igång då? Hon blev helt överrumplad och vi frågade vad det kostar. Då svarade han 5000! För en tå!!!!!!!! Vi sa nej tack och lämnade rummet. I receptionen satt en tjej som sa att vi måste betala och att vi borde veta det för att det står på hemsidan. Jag förklarade att jag fått annan info på telefon men hon var ytterst snorkig och sa att det inte var möjligt. Jag beslutade att betala 350 kr för ingenting och dåligt bemötande så vi kunde gå. Nu får dottern hjälp på Gamla stans laserklinik där de behandlar alla vårtor varje gång och där slutsumman kommer hamna på mellan 5-6000 kr för ALLA vårtor. De är seriösa, duktiga och trevliga!",negative
"Super proffsigt, jätte bra resultat. Rekommenderas starkt!",positive
"Jag har redan tidigare, svarat på dessa frågor. Det bör ni väl känna till!",negative
"Vi har sålt en i pris svårbedömd lägenhet i etage på 167 kvm. Jerry hade en klar strategi och bedömde priset mycket bra. Under hela processen var Jerry behjälplig och tillgänglig, dessutom hela tiden lugn men beslutsam. Vi är mycket nöjda på det sätt som hela processen har hanterats och kan definitivt rekommendera honom.",positive
"Middag, fick bordet som var bokat snabbt, likaså förrätten dock saknades, bestick, vatten, bröd, salt/peppar. Satt utan vin i 45 minuter!!!??. Väntan mellan för och huvudrätt ca 60 minuter, ingen avstämning på om allt var bra eller hur maten smakar. Kort och gott mysigt ställe kass service. Dyrt i förvällande till upplevelse.",negative
Köpte vår villa genom Erik Olsson (mäklare Anders Thulin). Mäklaren var proffsig och det gick smidigt att få till en affär. Kan verkligen rekommendera denna mäklare!,positive
"Som vanligt Skitigt, hyfsade cheese burgare. Bra öppettider när du festat. Beställer du vatten till burgaren kollar personalen konstigt på dig. -Vadå varför vill du inte ha en stor sockerkick till den onyttiga burgaren?",negative
Garantiåtgärd som löstes enligt löfte.,positive
Expedia är riktigt urusla. Fel information när man bokar hotellrum gör att tre personer bara har två sängplatser vid ankomst. Nytt hotellrum bokas och personalen på första hotellet lovar att pengarna ska betalas tillbaka. Inga pengar kommer och vid kontakt med Expedia får vi till svar att vi bara kan få 450kr återbetalat (av 2300kr) Expedia skyller på hotellet Hotellet skyller på Expedia Och kvar står kunden Vad ska man med denna typ av bolag till när de ändå lämnar en i sticket vid problem?,negative
Jag blev mycket bra bemött och mina förväntningar är tillgodosedda.,positive
bra bemötande m behandlingen inget att rekommendera ......,negative
Bra bemötande och ett fantastiskt bra utfört arbete,positive
Delar av sällskapet blev inte insläppta. Jag som var helt nykter tyckte vakterna gjorde en grov felbedömning när de hävdade att ett par personer inte var i skick att komma in.  Väldigt besviken på Golden Hits ,negative
Funkar mycket bra,positive
"We bought a BMW 320d less than 2 weeks ago , and when we put winter tires today , the car is driving very bad and out of control , mechanic says it needs minimum 5000 kr , and the winter tires that we put just yesterday are useless and can’t be driven with . We call them and talk in a nice way like gentlemen, then they start screeming and talk bad and hang the phone . Such people makes car business is very risky . I recommend people never to buy from them as we did . ",negative
"Mycket bra, god mat, bra service.",positive
"Jag köpte tjänster ( utflyttning- städning ) De vill bara dina pengar.... De har ringt mig 15 gånger innan bokningen men sen när jag hade problem med städningen jag ringde 15 gånger men de ville  inte lösa problemet. De killarna  som  jobbar ( entreprenörer) med flyttning var trevliga och bra professionellt men movinga hade inte gav rätt information till de.  Jag betalade för städning med extra ( persienner,  balkongen t.ex) och de städat inte de. De stressade mig mycket och jag stannade hemma 2 dagar för att städa extra. Jag förlorade pengar  2 dagar från jobbet och  Jag städade också. Som novinga kanske är bra och seriösa bolaget i Tyskland men här i Sverige de är 100% oseriösa. Jag rekommenderar inte de.",negative
Fönsterputs. Mycket nöjd med jobb och personal,positive
